park_name,fountain_number,location_description,address,2017_initial_result,2017_initial_sample_date,2017_follow_up_result,2017_follow_up_sample_date,2017_epa_first_draw_result,2017_epa_first_draw_sample_date,follow_up_field_result,follow_up_field_sample_date,unmarked_result,unmarked_sample_date,2016_epa_first_draw_result,2016_epa_flush_30_sec,2016_epa_flush_10_min,status,indoor_outdoor
LINCOLN (ABRAHAM),Lincoln  #16,"west of lsd, bridge path west side of diversy harbor",2045 N LINCOLN PARK WEST,2.0,2017-04-13,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #17 - High,"west of lsd, stockton entrance to north pond, near gazebo",2045 N LINCOLN PARK WEST,2.0,2017-05-19,,,2.0,2017-06-06,2.0,2017-07-17,,,,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #17 - Low,"west of lsd, stockton entrance to north pond, near gazebo",2045 N LINCOLN PARK WEST,2.0,2017-05-19,,,,,,,,,,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #18 - High,"west of lsd, fullerton and cannon, west of lift station",2045 N LINCOLN PARK WEST,2.0,2017-04-13,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #18 - Low,"west of lsd, fullerton and cannon, west of lift station",2045 N LINCOLN PARK WEST,2.0,2017-04-13,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #19,"west of lsd, fullerton, south tip of north pond",2045 N LINCOLN PARK WEST,2.55,2017-04-14,,,,,,,,,14.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #20 - North,"west of lsd, fullerton and stockton, between stockton and lakeview",2045 N LINCOLN PARK WEST,2.0,2017-04-14,,,,,,,,,2.7,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #20 - East,"west of lsd, fullerton and stockton, between stockton and lakeview",2045 N LINCOLN PARK WEST,2.0,2017-04-14,,,,,,,,,2.4,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #20 - South,"west of lsd, fullerton and stockton, between stockton and lakeview",2045 N LINCOLN PARK WEST,2.0,2017-04-14,,,,,,,,,2.1,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #20 - West,"west of lsd, fullerton and stockton, between stockton and lakeview",2045 N LINCOLN PARK WEST,2.0,2017-04-14,,,,,,,,,2.8,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #21,"west of lsd, fullerton, between stockton and lincoln park west",2045 N LINCOLN PARK WEST,2.0,2017-04-13,,,,,,,,,13.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #22,"west of lsd, south of conservatory, north of bates fountain",2045 N LINCOLN PARK WEST,2.0,2017-04-13,,,2.0,2017-06-06,2.0,2017-07-17,,,39.0,7.0,3.4,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #23,"west of lsd, west of south lagoon, east of zoo power house",2045 N LINCOLN PARK WEST,2.27,2017-04-13,,,2.0,2017-06-06,2.0,2017-07-17,,,140.0,31.0,8.4,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #24,"west of lsd, cummins playlot",2045 N LINCOLN PARK WEST,,,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #25 - North,"west of lsd, east entrance of underpass at cultural center",2045 N LINCOLN PARK WEST,2.0,2017-04-13,,,2.0,2017-06-06,,,,,16.0,2.0,2.0,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #25 - East,"west of lsd, east entrance of underpass at cultural center",2045 N LINCOLN PARK WEST,2.0,2017-04-13,,,2.0,2017-06-06,,,,,,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln #25 - South,"west of lsd, east entrance of underpass at cultural center",2045 N LINCOLN PARK WEST,2.0,2017-04-13,,,2.0,2017-06-06,,,,,,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln #25 - West,"west of lsd, east entrance of underpass at cultural center",2045 N LINCOLN PARK WEST,2.0,2017-04-13,,,2.0,2017-06-06,,,,,,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #26,"west of lsd, clark street entrance to cultural center",2045 N LINCOLN PARK WEST,2.18,2017-04-13,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #27 - North,"west of lsd, east of cannon at south end of south lagoon",2045 N LINCOLN PARK WEST,2.0,2017-04-13,,,2.0,2017-06-06,,,,,12.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #27 - East,"west of lsd, east of cannon at south end of south lagoon",2045 N LINCOLN PARK WEST,2.0,2017-04-13,,,5.11,2017-06-06,,,,,20.0,3.0,2.9,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #27 - South,"west of lsd, east of cannon at south end of south lagoon",2045 N LINCOLN PARK WEST,2.0,2017-04-13,,,2.79,2017-06-06,,,,,15.0,2.7,2.5,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #27 - West,"west of lsd, east of cannon at south end of south lagoon",2045 N LINCOLN PARK WEST,2.0,2017-04-13,,,2.0,2017-06-06,,,,,11.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #28,"west of lsd, shakespeare garden, south end of south pond",2045 N LINCOLN PARK WEST,2.0,2017-06-22,,,8.22,2017-08-05,,,,,,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #30,"west of lsd, south field at passerrelle",2045 N LINCOLN PARK WEST,2.0,2017-04-10,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #31 - High,"west of lsd, south field , north of fieldhouse",2045 N LINCOLN PARK WEST,2.0,2017-04-10,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #31 - Middle,"west of lsd, south field , north of fieldhouse",2045 N LINCOLN PARK WEST,2.0,2017-04-10,,,,,,,,,,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #31 - Low,"west of lsd, south field , north of fieldhouse",2045 N LINCOLN PARK WEST,2.0,2017-04-10,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #32 - North,"west of lsd, south fieldhouse at west entrance",2045 N LINCOLN PARK WEST,2.0,2017-04-10,,,2.0,2017-06-06,,,,,2.8,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #32 - East,"west of lsd, south fieldhouse at west entrance",2045 N LINCOLN PARK WEST,2.0,2017-04-10,,,2.0,2017-06-06,,,,,24.0,2.0,2.0,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #32 - South,"west of lsd, south fieldhouse at west entrance",2045 N LINCOLN PARK WEST,2.0,2017-04-10,,,2.0,2017-06-06,,,,,3.7,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #32 - West,"west of lsd, south fieldhouse at west entrance",2045 N LINCOLN PARK WEST,2.0,2017-04-10,,,2.0,2017-06-06,,,,,3.7,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #33,"west of lsd, south fieldhouse, south entrance at ball field",2045 N LINCOLN PARK WEST,20.9,2017-04-10,2.0,2017-05-22,284.0,2017-08-05,,,,,110.0,150.0,41.0,Continuous flow - To be assessed for repair/replacement/removal,O
LINCOLN (ABRAHAM),Lincoln  #34 - North,"east of lsd, oak street concession",2045 N LINCOLN PARK WEST,4.55,2017-04-05,,,5.9,2017-06-06,,,,,15.0,530.0,9.9,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #34 - East,"east of lsd, oak street concession",2045 N LINCOLN PARK WEST,4.75,2017-04-05,,,6.05,2017-06-06,,,,,18.0,410.0,10.0,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #34 - South,"east of lsd, oak street concession",2045 N LINCOLN PARK WEST,4.94,2017-04-05,,,6.82,2017-06-06,,,,,14.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #34 - West,"east of lsd, oak street concession",2045 N LINCOLN PARK WEST,4.12,2017-04-05,,,5.92,2017-06-06,,,,,15.0,260.0,11.0,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #35 - North,"east of lsd, at oak street beach",2045 N LINCOLN PARK WEST,2.36,2017-04-05,,,2.58,2017-06-06,,,,,4.2,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #35 - East,"east of lsd, at oak street beach",2045 N LINCOLN PARK WEST,,,,,2.0,2017-06-06,,,,,,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #35 - South,"east of lsd, at oak street beach",2045 N LINCOLN PARK WEST,2.0,2017-04-05,,,11.4,2017-06-06,,,,,,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #35 - West,"east of lsd, at oak, near oak street beach",2045 N LINCOLN PARK WEST,,,,,2.06,2017-06-06,,,,,,,,,O
LINCOLN (ABRAHAM),Lincoln  #36 - North,"east of lsd, at elm, near oak street beach",2045 N LINCOLN PARK WEST,2.0,2017-04-05,,,,,,,,,11.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #36 - East,"east of lsd, at elm, near oak street beach",2045 N LINCOLN PARK WEST,2.0,2017-04-05,,,,,,,,,9.6,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #36 - South,"east of lsd, at elm, near oak street beach",2045 N LINCOLN PARK WEST,2.0,2017-04-05,,,,,,,,,11.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #36 - West,"east of lsd, at elm, near oak street beach",2045 N LINCOLN PARK WEST,2.0,2017-04-05,,,,,,,,,9.7,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #37,"east of lsd, at division, near oak street beach",2045 N LINCOLN PARK WEST,8.01,2017-04-05,,,16.2,2017-06-06,,,,,36.0,12.0,12.0,Continuous flow - To be assessed for repair/replacement/removal,O
LINCOLN (ABRAHAM),Lincoln  #38,"east of lsd, at goethe, near oak street beach",2045 N LINCOLN PARK WEST,4330.0,2017-04-05,13.8,2017-05-23,,,,,,,22.0,20.0,21.0,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #39 - North,"east of lsd, at north ave. lsd ramp",2045 N LINCOLN PARK WEST,2.0,2017-04-05,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #39 - East,"east of lsd, at north ave. lsd ramp",2045 N LINCOLN PARK WEST,2.0,2017-04-05,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #39 - South,"east of lsd, at north ave. lsd ramp",2045 N LINCOLN PARK WEST,2.0,2017-04-05,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #39 - West,"east of lsd, at north ave. lsd ramp",2045 N LINCOLN PARK WEST,2.0,2017-04-05,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #40,"east of lsd, nab beach house, northwest restroom",2045 N LINCOLN PARK WEST,2.0,2017-04-08,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #41,"east of lsd, nab beach house, sw women's restroom",2045 N LINCOLN PARK WEST,2.0,2017-04-08,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #42,"east of lsd, nab beach house, sw men's restroom",2045 N LINCOLN PARK WEST,2.0,2017-04-08,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #43,"east os lsd, nab beach house, se men's restroom",2045 N LINCOLN PARK WEST,2.0,2017-04-08,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #44,"east of lsd, nab beach house, se women's restroom",2045 N LINCOLN PARK WEST,2.0,2017-04-13,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #45,"east of lsd, nab beach house, east women's restroom",2045 N LINCOLN PARK WEST,,,,,,,,,,,,,,,O
LINCOLN (ABRAHAM),Lincoln  #46,"east of lsd, nab beach house, east men's restroom",2045 N LINCOLN PARK WEST,2.0,2017-04-13,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #47 - North,"east of lsd, at wisconsin, near north ave beach",2045 N LINCOLN PARK WEST,2.0,2017-04-04,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #47 - East,"east of lsd, at wisconsin, near north ave beach",2045 N LINCOLN PARK WEST,2.0,2017-04-04,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #47 - South,"east of lsd, at wisconsin, near north ave beach",2045 N LINCOLN PARK WEST,2.0,2017-04-04,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #47 - West,"east of lsd, at wisconsin, near north ave beach",2045 N LINCOLN PARK WEST,2.0,2017-04-04,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #48,"east of lsd, at armitage, near north ave. beach",2045 N LINCOLN PARK WEST,2.0,2017-04-04,,,,,,,,,2.7,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #49 - North,"east of lsd, at webster comfort station",2045 N LINCOLN PARK WEST,2.0,2017-04-04,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #49 - East,"east of lsd, at webster comfort station",2045 N LINCOLN PARK WEST,2.0,2017-04-04,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #49 - South,"east of lsd, at webster comfort station",2045 N LINCOLN PARK WEST,2.0,2017-04-04,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #49 - West,"east of lsd, at webster comfort station",2045 N LINCOLN PARK WEST,2.0,2017-04-04,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #50 - North,"east of lsd, at fullerton",2045 N LINCOLN PARK WEST,2.0,2017-04-04,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #50 - East,"east of lsd, at fullerton",2045 N LINCOLN PARK WEST,2.0,2017-04-04,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #50 - South,"east of lsd, at fullerton",2045 N LINCOLN PARK WEST,2.0,2017-04-04,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #50 - West,"east of lsd, at fullerton",2045 N LINCOLN PARK WEST,2.0,2017-04-04,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #51,"east of lsd, at fullerton, theatre on the lake",2045 N LINCOLN PARK WEST,3.18,2017-04-04,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #52 - High,"east of lsd, at diversey",2045 N LINCOLN PARK WEST,2.02,2017-04-04,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #52 - Low,"east of lsd, at diversey",2045 N LINCOLN PARK WEST,2.39,2017-04-04,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #53,"east of lsd, at belmont harbor concession, south",2045 N LINCOLN PARK WEST,2.0,2017-04-04,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #54 - High,"east of lsd, at belmond harbor comfort station, west",2045 N LINCOLN PARK WEST,2.0,2017-04-06,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #54 - Middle,"east of lsd, at belmond harbor comfort station, west",2045 N LINCOLN PARK WEST,2.0,2017-04-06,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #54 - Low,"east of lsd, at belmond harbor comfort station, west",2045 N LINCOLN PARK WEST,2.0,2017-04-06,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #55,"east of lsd, belmont harbor east",2045 N LINCOLN PARK WEST,,,,,,,,,,,,,,Inactive. Broken service,O
LINCOLN (ABRAHAM),Lincoln  #56 - High,"east of lsd, belmont harbor at brompton, totem pole",2045 N LINCOLN PARK WEST,2.0,2017-04-05,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #56 - Middle,"east of lsd, belmont harbor at brompton, totem pole",2045 N LINCOLN PARK WEST,2.0,2017-04-05,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #56 - Low,"east of lsd, belmont harbor at brompton, totem pole",2045 N LINCOLN PARK WEST,2.0,2017-04-05,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #57,"east of lsd, at waveland, bird sanctuary",2045 N LINCOLN PARK WEST,2.64,2017-04-05,,,2.0,2017-06-06,2.0,2017-07-18,,,22.0,10.0,3.5,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #58,"east of lsd, at waveland, south tennis courts",2045 N LINCOLN PARK WEST,6.45,2017-04-06,,,36.1,2017-06-06,3.0,2017-07-18,,,41.0,34.0,28.0,Continuous flow - To be assessed for repair/replacement/removal,O
LINCOLN (ABRAHAM),Lincoln  #59,"east of lsd, at waveland baseball fields",2045 N LINCOLN PARK WEST,2.0,2017-04-06,,,79.7,2017-06-06,2.0,2017-07-18,,,44.0,6.2,4.1,Continuous flow - To be assessed for repair/replacement/removal,O
LINCOLN (ABRAHAM),Lincoln  #60,"east of lsd, at waveland north tennis courts",2045 N LINCOLN PARK WEST,2.0,2017-04-06,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #61,"east of lsd, at waveland, marovitz 3rd green",2045 N LINCOLN PARK WEST,2.0,,,,,,,,,,14.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #62,"east of lsd, at montrose, on bike path",2045 N LINCOLN PARK WEST,2.0,2017-04-04,,,,,,,,,5.6,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #63,"east of lsd, at wilson comfort station",2045 N LINCOLN PARK WEST,2.0,2017-04-04,,,,,,,,,4.1,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #64,"east of lsd, sw side of cricket hill",2045 N LINCOLN PARK WEST,2.0,2017-04-04,,,,,,,,,2.9,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #65,"east of lsd, montrose harbor north",2045 N LINCOLN PARK WEST,2.0,2017-04-04,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #66 - North,"east of lsd, montrose harbor, near bait shop",2045 N LINCOLN PARK WEST,2.0,2017-06-12,,,2.0,2017-08-05,2.0,2017-07-19,,,,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #66 - East,"east of lsd, montrose harbor, near bait shop",2045 N LINCOLN PARK WEST,2.0,2017-06-12,,,2.0,2017-08-05,,,,,,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #66 - South,"east of lsd, montrose harbor, near bait shop",2045 N LINCOLN PARK WEST,2.0,2017-06-12,,,2.0,2017-08-05,,,,,,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #66 - West,"east of lsd, montrose harbor, near bait shop",2045 N LINCOLN PARK WEST,2.0,2017-06-12,,,2.0,2017-08-05,,,,,,,,Passed testing - returned to normal push-button operation,O
LINCOLN (ABRAHAM),Lincoln  #67,"east of lsd, montrose beach concession",2045 N LINCOLN PARK WEST,2.0,2017-04-04,,,,,,,,,2.0,,,Passed testing - returned to normal push-button operation,O
